TIME,FLIGHT,FROM,AIRLINE,AIRCRAFT,,STATUS
9:59 PM,DL581,Greenville-Spartanburg (GSP),Delta Air Lines,A321 (N354DN),,Scheduled
9:59 PM,DL1186,Chattanooga (CHA),Delta Air Lines,B712 (N919AT),,Scheduled
10:00 PM,DL1254,Houston (HOU),Delta Air Lines,B712 (N994AT),,Scheduled
10:00 PM,DL1530,Springfield (SGF),Delta Air Lines,B712 (N933AT),,Scheduled
10:00 PM,DL1539,Tulsa (TUL),Delta Air Lines,B712 (N935AT),,Scheduled
10:00 PM,DL1897,Lexington (LEX),Delta Air Lines,B712 (N922AT),,Scheduled
10:00 PM,DL1927,New Orleans (MSY),Delta Air Lines,B752 (N6704Z),,Scheduled
10:00 PM,DL2050,Buffalo (BUF),Delta Air Lines,A321 (N357DN),,Scheduled
10:00 PM,DL2780,Dallas (DAL),Delta Air Lines,B712 (N946AT),,Scheduled
10:00 PM,DL2900,Birmingham (BHM),Delta Air Lines,B712 (N982AT),,Scheduled
10:00 PM,DL1604,Greensboro (GSO),Delta Air Lines,B712 (N991AT),,Scheduled
10:00 PM,DL3025,Little Rock (LIT),Delta Air Lines,B712 (N954AT),,Scheduled
10:00 PM,DL3083,Destin Fort Walton Beach (VPS),Delta Air Lines,B712 (N965AT),,Scheduled
10:00 PM,DL3176,Jackson (JAN),Delta Air Lines,B712 (N953AT),,Scheduled
10:00 PM,DL3204,Huntsville (HSV),Delta Air Lines,B712 (N942AT),,Scheduled
10:01 PM,AA3041,Philadelphia (PHL),American Airlines,A319 (N730US),,Estimated 10:10 PM
10:01 PM,DL3564,Montgomery (MGM),Delta Connection,CRJ9 (N548CA),,Scheduled
10:01 PM,WN3260,Nashville (BNA),Southwest Airlines,B737,,Scheduled
10:04 PM,DL3115,Augusta (AGS),Delta Air Lines,B739 (N932DZ),,Scheduled
10:04 PM,DL2803,Huntsville (HSV),Delta Air Lines,B712 (N967AT),,Scheduled
10:05 PM,DL2086,Des Moines (DSM),Delta Air Lines,B712 (N961AT),,Scheduled
10:06 PM,AA1045,Miami (MIA),American Airlines,B738 (N355PU),,Scheduled
10:07 PM,DL3053,Panama City (ECP),Delta Air Lines,B712 (N939AT),,Scheduled
10:09 PM,AA2391,Phoenix (PHX),American Airlines,A320 (N679AW),,Estimated 10:08 PM
10:09 PM,DL937,Nashville (BNA),Delta Air Lines,B739 (N861DN),,Scheduled
10:09 PM,DL3075,Jacksonville (JAX),Delta Air Lines,B712 (N980AT),,Scheduled
10:10 PM,DL1036,Huntsville (HSV),Delta Air Lines,B739 (N856DN),,Scheduled
10:10 PM,DL2496,Greenville-Spartanburg (GSP),Delta Air Lines,A321 (N392DN),,Scheduled
10:11 PM,DL904,Birmingham (BHM),Delta Air Lines,B739 (N829DN),,Scheduled
10:11 PM,DL1979,Birmingham (BHM),Delta Air Lines,A320 (N337NW),,Scheduled
10:11 PM,DL787,Huntsville (HSV),Delta Air Lines,B739 (N877DN),,Scheduled
10:11 PM,WN1938,Nashville (BNA),Southwest Airlines,-,,Scheduled
10:12 PM,WN3260,Nashville (BNA),Southwest Airlines,B737 (N7828A),,Scheduled
10:13 PM,UA1877,New York (EWR),United Airlines,B38M (N27366),,Scheduled
10:13 PM,DL1972,Augusta (AGS),Delta Air Lines,B712 (N963AT),,Scheduled
10:14 PM,DL1397,Huntsville (HSV),Delta Air Lines,B739 (N863DN),,Scheduled
10:15 PM,WN1938,Nashville (BNA),Southwest Airlines,B737 (N7824A),,Scheduled
10:16 PM,WN469,Panama City (ECP),Southwest Airlines,B738 (N8508W),,Scheduled
10:17 PM,DL2170,Augusta (AGS),Delta Air Lines,B739 (N864DN),,Scheduled
10:17 PM,DL1956,Huntsville (HSV),Delta Air Lines,B739 (N841DN),,Scheduled
10:18 PM,DL1831,Savannah (SAV),Delta Air Lines,B752 (N67171),,Scheduled
10:19 PM,DL554,Birmingham (BHM),Delta Air Lines,B739 (N922DZ),,Scheduled
10:19 PM,DL932,Nashville (BNA),Delta Air Lines,A321 (N388DN),,Scheduled
10:19 PM,F92871,Charlotte (CLT),Frontier (Joaquin the Kit Fox Livery),A20N (N387FR),,Scheduled
10:20 PM,DL921,Pensacola (PNS),Delta Air Lines,A321 (N360DN),,Scheduled
10:21 PM,DL957,Nashville (BNA),Delta Air Lines,A321 (N106DN),,Scheduled
10:22 PM,NK2348,Minneapolis (MSP),Spirit Airlines,A21N (N741NK),,Delayed 10:40 PM
10:22 PM,DL3134,Charleston (CHS),Delta Air Lines,B739 (N950DZ),,Scheduled
10:22 PM,DL874,Huntsville (HSV),Delta Air Lines,A321 (N390DN),,Scheduled
10:22 PM,DL2152,Charleston (CHS),Delta Air Lines,A321 (N301DV),,Scheduled
10:22 PM,DL2058,Chattanooga (CHA),Delta Air Lines,B739 (N899DN),,Scheduled
10:22 PM,DL796,Memphis (MEM),Delta Air Lines,B752 (N550NW),,Scheduled
10:23 PM,NK2352,Nashville (BNA),Spirit Airlines,A21N (N718NK),,Scheduled
10:24 PM,DL2862,Memphis (MEM),Delta Air Lines,B712 (N895AT),,Scheduled
10:26 PM,DL37,Charlotte (CLT),Delta Air Lines,A339 (N409DX),,Scheduled
10:32 PM,DL32,Panama City (ECP),Delta Air Lines,A321 (N311DN),,Scheduled
10:33 PM,DL1386,Jacksonville (JAX),Delta Air Lines,B752 (N698DL),,Scheduled
10:34 PM,AA2910,Charlotte (CLT),American Airlines,A319 (N804AW),,Scheduled
10:36 PM,B61317,Savannah (SAV),JetBlue,BCS3,,Scheduled
10:37 PM,DL1457,Tampa (TPA),Delta Air Lines,B752 (N542US),,Canceled
10:37 PM,DL395,Memphis (MEM),Delta Air Lines,A321 (N329DN),,Scheduled
10:37 PM,DL1110,Tallahassee (TLH),Delta Air Lines,B739 (N925DZ),,Scheduled
10:39 PM,DL599,Nashville (BNA),Delta Air Lines,B752 (N6715C),,Scheduled
10:39 PM,,Charlotte (CLT),-,B77W,,Scheduled
10:39 PM,DL921,Pensacola (PNS),Delta Air Lines,A321,,Scheduled
10:41 PM,WN329,Nashville (BNA),Southwest Airlines,B38M,,Scheduled
10:42 PM,DL2892,Columbia (CAE),Delta Air Lines,B739 (N933DZ),,Scheduled
10:42 PM,DL964,Raleigh-Durham (RDU),Delta Air Lines,A321 (N383DZ),,Scheduled
10:42 PM,DL406,Nashville (BNA),Delta Air Lines,B752 (N6702),,Scheduled
10:45 PM,UA1305,Denver (DEN),United Airlines,A319 (N842UA),,Estimated 10:27 PM
10:45 PM,DL2345,Jacksonville (JAX),Delta Air Lines,B752 (N544US),,Scheduled
10:45 PM,3S456,Cincinnati (CVG),DHL,B77L (D-AALT),,Scheduled
10:46 PM,DL1328,Miami (MIA),Delta Air Lines,B752 (N6713Y),,Scheduled
10:46 PM,DL1848,Nashville (BNA),Delta Air Lines,B752 (N6707A),,Scheduled
10:47 PM,DL1619,Fort Lauderdale (FLL),Delta Air Lines,B752 (N6706Q),,Scheduled
10:47 PM,DL2035,Orlando (MCO),Delta Air Lines,B752 (N668DN),,Scheduled
10:47 PM,DL2759,Charleston (CHS),Delta Air Lines,B739 (N818DA),,Scheduled
10:47 PM,DL809,Nashville (BNA),Delta Air Lines,B739 (N814DN),,Scheduled
10:49 PM,NK2710,Myrtle Beach (MYR),Spirit Airlines,A21N,,Scheduled
10:49 PM,F9124,Charlotte (CLT),"Frontier (Ed, Edwin & Eddie the Penguins Livery)",A20N (N344FR),,Scheduled
10:51 PM,DL832,Washington (DCA),Delta Air Lines,A320 (N367NW),,Scheduled
10:51 PM,DL1485,Louisville (SDF),Delta Air Lines,B739 (N952DZ),,Scheduled
10:51 PM,DL1984,Jacksonville (JAX),Delta Air Lines,B738 (N3743H),,Scheduled
10:51 PM,DL2714,Cincinnati (CVG),Delta Air Lines,32B,,Scheduled
10:51 PM,DL1028,Nashville (BNA),Delta Air Lines,B739 (N809DN),,Scheduled
10:51 PM,DL1946,Orlando (MCO),Delta Air Lines,B739 (N919DU),,Scheduled
10:52 PM,DL1785,Charleston (CHS),Delta Air Lines,B752 (N684DA),,Scheduled
10:53 PM,B6697,Boston (BOS),JetBlue,A320 (N656JB),,Delayed 11:16 PM
10:54 PM,DL1660,Nashville (BNA),Delta Air Lines,B739 (N948DZ),,Scheduled
10:56 PM,DL2047,Charlotte (CLT),Delta Air Lines,A320 (N340NW),,Scheduled
10:57 PM,WN329,Nashville (BNA),Southwest Airlines,B38M (N8943Q),,Scheduled
10:59 PM,DL3231,Savannah (SAV),Delta Air Lines,B752 (N667DN),,Scheduled
11:00 PM,DL1028,Jacksonville (JAX),Delta Air Lines,B739 (N809DN),,Canceled
11:01 PM,DL2322,Jacksonville (JAX),Delta Air Lines,A321 (N332DN),,Scheduled
11:02 PM,DL5435,Raleigh-Durham (RDU),Delta Connection,CRJ9 (N146PQ),,Scheduled
11:02 PM,DL1987,Tampa (TPA),Delta Air Lines,A321 (N336DX),,Scheduled
11:03 PM,DL436,Dallas (DFW),Delta Air Lines,A321 (N305DN),,Scheduled
11:05 PM,NK2710,Myrtle Beach (MYR),Spirit Airlines,32Q,,Scheduled
11:06 PM,DL2293,Greensboro (GSO),Delta Air Lines,B739 (N890DN),,Scheduled
11:06 PM,DL597,Nashville (BNA),Delta Air Lines,B752 (N670DN),,Scheduled
11:06 PM,DL759,Tallahassee (TLH),Delta Air Lines,B752 (N699DL),,Scheduled
11:06 PM,DL1477,Memphis (MEM),Delta Air Lines,32B,,Scheduled
11:07 PM,DL5013,Raleigh-Durham (RDU),Delta Connection,CRJ9 (N491PX),,Scheduled
11:09 PM,DL560,Seattle (SEA),Delta Air Lines,B753 (N585NW),,Estimated 10:46 PM
11:10 PM,DL2857,Raleigh-Durham (RDU),Delta Air Lines,A320 (N319US),,Scheduled
11:10 PM,F94316,Memphis (MEM),Frontier (Wiley the Bison Livery),A20N (N313FR),,Scheduled
11:12 PM,DL1131,Houston (IAH),Delta Air Lines,A321 (N317DN),,Scheduled
11:12 PM,DL2879,Chicago (ORD),Delta Air Lines,A321 (N337DN),,Scheduled
11:13 PM,DL975,New York (LGA),Delta Air Lines,A321 (N120DN),,Canceled
11:17 PM,DL1060,Austin (AUS),Delta Air Lines,A321 (N315DN),,Scheduled
11:18 PM,DL750,San Francisco (SFO),Delta Air Lines,B752 (N705TW),,Estimated 10:52 PM
11:19 PM,DL905,Salt Lake City (SLC),Delta Air Lines,A321 (N107DN),,Estimated 11:12 PM
11:21 PM,DL1720,Jacksonville (JAX),Delta Air Lines,B752 (N548US),,Scheduled
11:24 PM,F94405,Tampa (TPA),Frontier (Elrey the Elk Livery),A20N (N370FR),,Scheduled
11:25 PM,WN3546,New York (LGA),Southwest Airlines,B737,,Scheduled
11:26 PM,F92400,Nashville (BNA),Frontier (Brazos the Ridgway's Hawk),A21N (N658FR),,Scheduled
11:27 PM,DL466,Pensacola (PNS),Delta Air Lines,B752 (N687DL),,Scheduled
11:28 PM,DL969,Charleston (CHS),Delta Air Lines,A321 (N396DN),,Scheduled
11:28 PM,DL968,Charlotte (CLT),Delta Air Lines,A321 (N112DN),,Scheduled
11:30 PM,DL2240,Dallas (DFW),Delta Air Lines,B752,,Scheduled
11:31 PM,DL2690,Greensboro (GSO),Delta Air Lines,A321 (N331DN),,Scheduled
11:32 PM,F93975,Orlando (MCO),Frontier (Poppy the Prairie Dog Livery),A20N (N303FR),,Scheduled
11:33 PM,DL540,Pensacola (PNS),Delta Air Lines,A321 (N393DN),,Scheduled
11:34 PM,DL840,Kansas City (MCI),Delta Air Lines,A321 (N129DN),,Scheduled
11:35 PM,WN4079,Houston (HOU),Southwest Airlines,B38M (N8905Q),,Scheduled
11:37 PM,NK2358,Dallas (DFW),Spirit Airlines,A21N (N725NK),,Scheduled
11:40 PM,B6719,New York (JFK),JetBlue,A320 (N636JB),,Canceled
11:40 PM,WN2158,Dallas (DAL),Southwest Airlines,B737 (N7863A),,Scheduled
11:44 PM,UA283,Houston (IAH),United Airlines,A319 (N824UA),,Scheduled
11:47 PM,F92871,Charlotte (CLT),Frontier Airlines,A20N,,Scheduled
11:48 PM,DL2625,Raleigh-Durham (RDU),Delta Air Lines,A319 (N326NB),,Scheduled
11:50 PM,DL1653,Detroit (DTW),Delta Air Lines,B752 (N658DL),,Scheduled
11:52 PM,DL531,Kansas City (MCI),Delta Air Lines,B763 (N177DN),,Scheduled
11:54 PM,DL900,Boston (BOS),Delta Air Lines,A321 (N307DX),,Scheduled
11:54 PM,DL1032,Minneapolis (MSP),Delta Air Lines,B752 (N6710E),,Scheduled
11:58 PM,AA3579,Charlotte (CLT),American Eagle,E75L (N264NN),,Canceled
11:58 PM,AA4480,Washington (DCA),American Eagle,E75L (N419YX),,Canceled
11:59 PM,UA2677,Washington (IAD),United Airlines,B38M (N47282),,Scheduled
11:59 PM,AA2749,Dallas (DFW),American Airlines,B738 (N973NN),,Scheduled
11:59 PM,AS492,Seattle (SEA),Alaska Airlines,B739 (N297AK),,Estimated 11:52 PM
