TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS
11:15 PM,DL3130,Pensacola (PNS),Delta Air Lines,B739 (N819DN),Estimated dep. 11:15 PM
11:15 PM,DL3131,Panama City (ECP),Delta Air Lines,B739 (N828DN),Estimated dep. 11:15 PM
11:18 PM,DL2501,Memphis (MEM),Delta Air Lines,B712 (N942AT),Estimated dep. 11:46 PM
11:20 PM,LA2483,Lima (LIM),LATAM Airlines,B763 (CC-CXC),Estimated dep. 11:30 PM
11:41 PM,DL27,Seoul (ICN),Delta Air Lines (100 Years Livery),A359 (N527DN),Estimated dep. 11:41 PM
11:43 PM,DL326,Tampa (TPA),Delta Air Lines,B752 (N542US),Canceled
11:45 PM,DL61,Rio de Janeiro (GIG),Delta Air Lines,B763 (N192DN),Estimated dep. 12:02 AM
11:49 PM,FX1263,Memphis (MEM),FedEx,B763 (N263FE),Estimated dep. 11:49 PM
11:55 PM,DL1096,Jacksonville (JAX),Delta Air Lines,B752 (N6706Q),Estimated dep. 1:24 AM
11:55 PM,DL1735,Orlando (MCO),Delta Air Lines,B752 (N6713Y),Estimated dep. 12:12 AM
11:59 PM,DL36,London (LHR),Delta Air Lines,A339 (N407DX),Estimated dep. 12:16 AM
